occ_code_isco08	occ_title_isco08	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
1321	Manufacturing managers	2023	31.57305	.27503043	4.4741521	.42511964	.22156285	.67517489	.36063671	.87796617	.035126016	.67673838	2.5539451	52.240002	63.330002	30.780001	54.599998	55.07	54.360001	55.540001	56.009998	54.830002	54.360001	53.66
1322	Mining managers	2010	.28590104	.090171106		.028299049						.0043900516		74.169998	73.940002		73.470001						73.470001	
1322	Mining managers	2011	.47812346	.1794416		.033694044						.0087801032		74.410004	73.940002		73.230003						73.940002	
1322	Mining managers	2012	.7213732	.19396624		.086628772				.00059918687		.022761384	.00059918687	74.650002	74.169998		73.470001				76.300003		73.940002	76.529999
1322	Mining managers	2013	3.130445	.20849088	1.1901368	.12284649				.0016746357		.036742665	.0016746357	38.330002	73.940002	19.459999	73				76.300003		73.470001	77
1322	Mining managers	2014	5.1770544	.2230155	1.8984709	.16062459			.0037306999	.014513901		.046875883	.014513901	40.450001	73.940002	19.690001	73.230003			79.129997	76.300003		74.169998	76.300003
1322	Mining managers	2015	9.2263832	.238842	2.6068048	.20315517		.029003123	.0062690377	.026281571	.0036297331	.25004232	.092181332	53.889999	74.169998	19.459999	73.470001		76.300003	79.129997	77	75.120003	73.940002	75.349998
1322	Mining managers	2016	14.836203	.29652116	2.8079896	.20763394	.05419172	.37564367	.16416383	.043684866	.010284508	.28318623	.61134762	69.459999	74.410004	19.690001	73.230003	75.589996	76.769997	78.889999	76.300003	75.589996	73.470001	76.769997
1322	Mining managers	2017	15.446314	.29849339	2.8261497	.23121595	.074767821	.37569696	.16865008	.046760898	.01485141	.29486093	.6152854	69.220001	73.940002	19.93	73.230003	75.589996	76.300003	78.419998	76.529999	75.589996	73.699997	76.769997
1322	Mining managers	2018	18.108759	.29865867	3.2377651	.24491385	.074806258	.44423687	.17727342	.11101431	.02056242	.3243649	.88061625	69.459999	73.940002	19.93	73	75.589996	77	78.419998	76.300003	75.120003	74.169998	77.239998
1322	Mining managers	2019	23.662241	.29874539	4.0719213	.32180053	.080725357	.49548587	.23874329	.15912011	.039776094	.38661778	1.0791366	68.989998	74.410004	20.17	72.760002	75.589996	76.769997	78.660004	76.300003	75.120003	74.169998	76.769997
1322	Mining managers	2020	26.539692	.29878727	4.0975122	.39328861	.095896184	.59536618	.24199809	.39131781	.043958731	.43528286	1.7153647	70.870003	74.169998	20.17	73.470001	75.120003	76.300003	78.889999	77	75.120003	73.940002	76.529999
1322	Mining managers	2021	29.162996	.29888302	4.1014147	.46501091	.16974175	.76609999	.25560799	.46972114	.04581489	.4594765	2.1955731	71.580002	73.699997	19.690001	72.760002	75.830002	76.529999	78.660004	77	75.589996	73.940002	76.300003
1322	Mining managers	2022	31.985737	.29888311	4.1134019	.48048249	.19357075	.8010239	.30311322	.92059308	.046713945	.49408692	2.9319842	72.290001	74.410004	19.93	72.760002	75.120003	76.300003	78.419998	76.300003	75.830002	73.699997	75.589996
1322	Mining managers	2023	36.046555	.2988832	4.1165481	.48356003	.26383701	.80455714	.49604347	1.1935605	.047237013	.84780741	3.270509	74.410004	74.169998	19.459999	73.230003	75.589996	76.769997	78.889999	77	75.120003	73.940002	76.059998
1323	Construction managers	2010	.29044026	.090316787		.031348098						.0037630401		76.300003	74.879997		85.260002						60.970001	
1323	Construction managers	2011	.48199788	.1797315		.037324373						.0075260801		75.120003	74.650002		85.5						61.200001	
1323	Construction managers	2012	.72636271	.1942796		.095962495				.00048800727		.019510478	.00048800727	76.300003	74.879997		85.260002				61.439999		61.200001	61.200001
1323	Construction managers	2013	3.2143104	.2088277	1.248446	.13608246				.0013639056		.031494878	.0013639056	46.580002	74.650002	24.65	85.5				61.439999		60.970001	61.439999
1323	Construction managers	2014	5.2807617	.2233758	1.9914838	.17793094			.0030115065	.011820837		.040180814	.011820837	47.049999	74.650002	24.41	85.5			62.380001	61.439999		61.200001	61.439999
1323	Construction managers	2015	9.2756739	.23922785	2.7345216	.22504391		.03204006	.0050605107	.021405006	.0029481787	.21432991	.088492312	56.720001	74.879997	24.65	85.5		85.5	62.380001	61.439999	60.73	61.200001	71.110001
1323	Construction managers	2016	14.769363	.2970002	2.9455628	.23000525	.056034662	.41497752	.13251679	.035579108	.0083533879	.24274002	.63295102	67.809998	74.650002	24.41	85.5	80.540001	85.730003	62.150002	61.200001	60.73	60.970001	80.779999
1323	Construction managers	2017	15.360414	.29897562	2.9646127	.25612807	.07731051	.41503638	.1361382	.03808438	.012062764	.25274727	.63628304	67.809998	74.879997	24.41	85.5	80.540001	85.5	62.380001	61.439999	60.73	60.970001	80.779999
1323	Construction managers	2018	17.965248	.29914117	3.3963947	.27130184	.077350259	.49075314	.14309916	.090415522	.016701417	.27803731	.89022529	68.279999	74.879997	24.41	85.260002	80.309998	85.5	62.380001	61.439999	60.970001	61.200001	78.660004
1323	Construction managers	2019	23.391256	.29922804	4.2714195	.35647261	.083470657	.54736847	.19271904	.12959525	.032307345	.3313989	1.0802153	67.330002	74.879997	24.65	85.5	80.540001	85.730003	62.150002	61.200001	60.73	60.970001	77.480003
1323	Construction managers	2020	26.139566	.29926997	4.298264	.4356631	.099157408	.65770727	.19534639	.31870854	.035704609	.37311336	1.6685725	66.860001	74.879997	24.65	85.5	80.309998	85.730003	62.380001	61.439999	60.970001	61.200001	72.519997
1323	Construction managers	2021	28.720764	.29936588	4.3023577	.51511306	.17551431	.84631872	.20633259	.38256407	.037212238	.39385155	2.1405287	68.040001	74.650002	24.65	85.5	80.540001	85.730003	62.380001	61.439999	60.970001	61.200001	73.230003
1323	Construction managers	2022	31.273775	.29936597	4.3149323	.5322516	.20015369	.88489956	.24467991	.74977642	.037942473	.42351872	2.7843754	68.75	74.650002	24.41	85.5	80.540001	85.5	62.380001	61.439999	60.970001	61.200001	70.870003
1323	Construction managers	2023	34.829094	.29936606	4.3182325	.53566068	.27280957	.88880277	.4004176	.97209448	.038367327	.7267189	3.0695119	66.629997	74.650002	24.65	85.260002	80.309998	85.5	62.380001	61.200001	60.73	61.200001	69.459999
1324	Supply, distribution and related managers	2010	.27148706	.085991688		.026324408						.0043001189		68.040001	68.510002		62.849998						71.580002	
1324	Supply, distribution and related managers	2011	.45481831	.17112452		.031342953						.0086002378		68.510002	68.510002		62.849998						71.580002	
1324	Supply, distribution and related managers	2012	.68576586	.18497594		.080584019				.0005749854		.022295104	.0005749854	67.809998	68.510002		62.849998				72.519997		71.580002	72.519997
1324	Supply, distribution and related managers	2013	3.0448298	.19882736	1.1800858	.11427455				.0016069964		.03598997	.0016069964	30.309999	68.510002	18.280001	62.849998				72.519997		71.580002	72.519997
1324	Supply, distribution and related managers	2014	5.0388899	.21267878	1.8824377	.1494166			.0035149499	.013927677		.045915604	.013927677	31.49	68.510002	18.280001	62.849998			73.940002	72.519997		71.580002	72.519997
1324	Supply, distribution and related managers	2015	8.9850159	.2277717	2.5847898	.18897948		.027974209	.0059064929	.025220044	.0035519609	.24492005	.088730901	45.400002	68.510002	18.280001	62.849998		70.639999	73.940002	72.519997	73	71.580002	71.580002
1324	Supply, distribution and related managers	2016	14.391183	.28277746	2.7842753	.19314574	.051355556	.36231735	.15467007	.041920412	.010064146	.27738497	.58917916	61.91	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	72.290001
1324	Supply, distribution and related managers	2017	14.976774	.28465825	2.8022821	.21508224	.070854791	.36236873	.15889688	.044872202	.014533196	.28882053	.59296095	61.669998	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	72.290001
1324	Supply, distribution and related managers	2018	17.566748	.28481591	3.2104213	.22782433	.070891216	.42847711	.16702153	.10653039	.020121839	.31772009	.84837985	61.91	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	70.400002
1324	Supply, distribution and related managers	2019	22.95331	.28489858	4.0375328	.29934606	.076500542	.47790802	.22493653	.15269317	.03892383	.37869769	1.0394839	63.09	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	70.169998
1324	Supply, distribution and related managers	2020	25.718668	.28493851	4.0629077	.36584586	.090877391	.57424498	.2280031	.3755123	.043016851	.42636582	1.6515794	64.739998	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	71.110001
1324	Supply, distribution and related managers	2021	28.228405	.28502986	4.0667768	.43256354	.1608582	.73892182	.24082592	.45074886	.044833235	.45006385	2.1140471	65.209999	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	71.110001
1324	Supply, distribution and related managers	2022	30.936863	.28502995	4.0786629	.44695556	.18344009	.77260679	.28558388	.88340992	.045713026	.48396525	2.8217707	64.980003	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	71.82
1324	Supply, distribution and related managers	2023	34.838184	.28503004	4.0817823	.44981834	.25002894	.77601469	.46735677	1.145352	.046224888	.83043951	3.1468585	66.860001	68.510002	18.280001	62.849998	68.279999	70.639999	73.940002	72.519997	73	71.580002	72.050003
1330	Information and communications technology service managers	2010	.29684284	.096111931		.02877105						.0042501646		80.309998	82.669998		75.349998						70.169998	
1330	Information and communications technology service managers	2011	.49729705	.19126393		.03425603						.0085003292		80.309998	82.669998		75.349998						70.169998	
1330	Information and communications technology service managers	2012	.74498504	.20674551		.088073656				.0006214084		.022036105	.0006214084	79.129997	82.669998		75.349998				80.309998		70.169998	80.309998
1330	Information and communications technology service managers	2013	3.2972486	.22222708	1.2803497	.12489545				.0017367415		.035571884	.0017367415	54.599998	82.669998	29.360001	75.349998				80.309998		70.169998	80.309998
1330	Information and communications technology service managers	2014	5.4598632	.23770866	2.042376	.16330366			.0039435141	.015052167		.045382213	.015052167	55.310001	82.669998	29.360001	75.349998			84.32	80.309998		70.169998	80.309998
1330	Information and communications technology service managers	2015	9.680562	.25457785	2.8044021	.20654359		.031563625	.0066266488	.027256254	.003628392	.24207489	.09807317	67.57	82.669998	29.360001	75.349998		84.32	84.32	80.309998	74.879997	70.169998	82.43
1330	Information and communications technology service managers	2016	15.606581	.31605715	3.0208366	.21109708	.055654231	.40880686	.17352839	.045304969	.010280706	.27416268	.65839547	75.349998	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	84.550003
1330	Information and communications technology service managers	2017	16.234903	.31815931	3.0403733	.2350724	.076785631	.40886483	.17827055	.04849508	.014845921	.28546539	.66250366	75.830002	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	84.550003
1330	Information and communications technology service managers	2018	19.038198	.3183355	3.4831893	.24899878	.076825105	.48345569	.18738581	.11513141	.02055482	.31402922	.9447338	75.830002	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	83.839996
1330	Information and communications technology service managers	2019	24.860708	.31842792	4.3805752	.32716787	.082903951	.53922915	.25236216	.16502126	.039761394	.37429845	1.1558965	77	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	83.610001
1330	Information and communications technology service managers	2020	27.846033	.31847256	4.4081059	.39984828	.098484203	.64792722	.25580263	.40583029	.043942489	.42141289	1.8289804	77.709999	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	82.43
1330	Information and communications technology service managers	2021	30.577066	.31857464	4.4123034	.47276685	.17432269	.83373404	.27018887	.48714128	.045797959	.4448356	2.3419285	78.889999	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	82.900002
1330	Information and communications technology service managers	2022	33.506664	.31857473	4.4251995	.48849645	.19879478	.87174124	.32040399	.95473427	.046696682	.47834319	3.1141512	78.889999	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	82.43
1330	Information and communications technology service managers	2023	37.655148	.31857482	4.4285841	.49162531	.27095735	.87558639	.52433974	1.2378249	.04721956	.82079256	3.4670727	78.889999	82.669998	29.360001	75.349998	80.07	84.32	84.32	80.309998	74.879997	70.169998	81.959999
1341	Child care services managers	2010	.25485796	.080716692		.024256157						.0042228987		58.139999	56.490002		50.349998						69.220001	
1341	Child care services managers	2011	.42763966	.16062722		.028880406						.0084457975		59.080002	56.490002		50.349998						69.220001	
1341	Child care services managers	2012	.64564025	.17362894		.07425271				.00057134731		.021894736	.00057134731	59.549999	56.490002		50.349998				71.82		69.220001	71.82
1341	Child care services managers	2013	2.833276	.18663067	1.0833819	.10529625				.0015968283		.035343677	.0015968283	15.21	56.490002	7.6700001	50.349998				71.82		69.220001	71.82
1341	Child care services managers	2014	4.697875	.19963241	1.7281785	.13767727			.0035002481	.013839551		.045091067	.013839551	15.68	56.490002	7.6700001	50.349998			73.470001	71.82		69.220001	71.82
1341	Child care services managers	2015	8.4323196	.21379948	2.3729749	.17413178		.026461238	.0058817882	.025060467	.0036057392	.24052182	.085984401	22.76	56.490002	7.6700001	50.349998		61.91	73.470001	71.82	74.650002	69.220001	68.040001
1341	Child care services managers	2016	13.592285	.26543102	2.5561132	.17797069	.047733687	.34272158	.15402319	.041655168	.010216523	.27240375	.56372899	47.290001	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	64.5
1341	Child care services managers	2017	14.149881	.26719645	2.5726445	.1981837	.065857731	.34277019	.15823232	.044588279	.014753236	.28363395	.56746584	48.23	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	64.5
1341	Child care services managers	2018	16.614107	.26734442	2.9473381	.20992468	.065891586	.40530312	.16632299	.10585634	.020426493	.31201452	.81506139	50.59	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	66.860001
1341	Child care services managers	2019	21.733252	.26742205	3.706671	.27582711	.071105309	.45206058	.22399576	.15172704	.03951316	.3718971	1.0003134	51.77	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	67.330002
1341	Child care services managers	2020	24.391392	.26745951	3.7299662	.33710214	.084468223	.5431872	.2270495	.37313628	.043668151	.41870925	1.5969357	53.66	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	68.040001
1341	Child care services managers	2021	26.789049	.26754525	3.7335184	.39857799	.1495136	.69895756	.23981869	.44789681	.045512035	.4419817	2.0432951	56.009998	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	67.809998
1341	Child care services managers	2022	29.42135	.26754531	3.7444303	.41183925	.1705029	.73082066	.28438944	.87782025	.046405148	.47527432	2.7391646	56.959999	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	68.279999
1341	Child care services managers	2023	33.233479	.2675454	3.7472944	.41447711	.23239551	.73404425	.46540207	1.1381049	.046924762	.81552666	3.0606053	59.549999	56.490002	7.6700001	50.349998	59.32	61.91	73.470001	71.82	74.650002	69.220001	69.220001
1342	Health services managers	2010	.25645605	.078336164		.025365444						.0045243911		59.32	49.880001		57.43						77	
1342	Health services managers	2011	.42891994	.15588993		.030201171						.0090487823		59.549999	49.880001		57.43						77	
1342	Health services managers	2012	.6540823	.16850822		.077648446				.00059144921		.023457902	.00059144921	61.200001	49.880001		57.43				74.650002		77	74.650002
1342	Health services managers	2013	2.7794843	.18112649	1.0256617	.11011167				.0016530103		.037867021	.0016530103	13.09	49.880001	4.3600001	57.43				74.650002		77	74.650002
1342	Health services managers	2014	4.608654	.19374476	1.6361052	.14397353			.0036052009	.014326475		.048310325	.014326475	13.33	49.880001	4.3600001	57.43			76.300003	74.650002		77	74.650002
1342	Health services managers	2015	8.3431787	.20749404	2.2465487	.1820952		.026276667	.0060581509	.025942182	.0038055961	.25769383	.087160058	20.4	49.880001	4.3600001	57.43		61.439999	76.300003	74.650002	79.599998	77	68.989998
1342	Health services managers	2016	13.535789	.25760281	2.4199297	.18610968	.050485041	.34033102	.15864147	.043120738	.010782798	.29185197	.56529427	45.400002	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	65.449997
1342	Health services managers	2017	14.109008	.25931618	2.4355803	.20724708	.069653749	.34037927	.1629768	.046157047	.015570968	.30388394	.56914443	47.049999	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	65.449997
1342	Health services managers	2018	16.569017	.25945979	2.7903111	.21952499	.069689557	.40247604	.17131007	.1095807	.02155868	.33429074	.82017827	49.41	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	67.57
1342	Health services managers	2019	21.702246	.25953513	3.5091884	.28844127	.075203799	.44890735	.23071212	.15706529	.041703265	.39844862	1.0080042	51.299999	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	68.040001
1342	Health services managers	2020	24.432592	.25957149	3.5312426	.35251856	.089336947	.53939831	.23385742	.3862645	.046088554	.44860289	1.6157253	54.130001	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	68.75
1342	Health services managers	2021	26.901075	.2596547	3.5346055	.4168058	.15813151	.69408214	.24700949	.46365535	.048034646	.47353688	2.0666251	56.720001	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	68.75
1342	Health services managers	2022	29.615341	.25965476	3.5449362	.43067354	.18033063	.72572303	.29291669	.908705	.04897726	.50920641	2.7806487	57.669998	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	70.400002
1342	Health services managers	2023	33.596825	.25965485	3.5476477	.43343201	.24579072	.72892416	.47935686	1.1781473	.049525671	.8737511	3.1120293	60.259998	49.880001	4.3600001	57.43	65.209999	61.439999	76.300003	74.650002	79.599998	77	70.870003
1343	Aged care services managers	2010	.2423313	.075144589		.023636632						.0041506244		51.529999	40.450001		45.169998						67.330002	
1343	Aged care services managers	2011	.40577996	.14953867		.028142774						.0083012488		51.299999	40.450001		45.169998						67.330002	
1343	Aged care services managers	2012	.61588442	.16164285		.072356224				.0005349883		.021520009	.0005349883	53.419998	40.450001		45.169998				66.629997		67.330002	66.629997
1343	Aged care services managers	2013	2.7281692	.17374703	1.0482016	.10260689				.0014952107		.034738772	.0014952107	9.79	40.450001	5.7800002	45.169998				66.629997		67.330002	66.629997
1343	Aged care services managers	2014	4.5210052	.18585122	1.67206	.13416086			.0032462927	.012958841		.044319335	.012958841	9.79	40.450001	5.7800002	45.169998			68.279999	66.629997		67.330002	66.629997
1343	Aged care services managers	2015	8.1234226	.19904031	2.2959185	.16968429		.025179543	.0054550441	.023465691	.0034832682	.23640534	.081159979	13.56	40.450001	5.7800002	45.169998		57.189999	68.279999	66.629997	71.110001	67.330002	63.330002
1343	Aged care services managers	2016	13.045403	.24710757	2.47311	.17342517	.047058482	.32612124	.14284824	.039004348	.0098695122	.26774162	.5343402	36.91	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	60.259998
1343	Aged care services managers	2017	13.583879	.24875112	2.4891043	.19312191	.064926155	.32616749	.14675197	.041750807	.014252133	.27877963	.53784537	38.330002	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	60.259998
1343	Aged care services managers	2018	15.946685	.24888888	2.8516307	.20456302	.064959534	.38567156	.15425564	.099119924	.019732695	.30667448	.77151579	39.98	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	60.73
1343	Aged care services managers	2019	20.865168	.24896115	3.5863061	.26878223	.070099503	.43016422	.20774403	.14207155	.038171068	.36553216	.94634861	41.630001	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	61.200001
1343	Aged care services managers	2020	23.41161	.24899603	3.608845	.32849225	.083273396	.51687694	.21057622	.34939095	.04218493	.41154313	1.5084096	46.580002	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	63.09
1343	Aged care services managers	2021	25.713583	.24907584	3.6122816	.38839793	.1473987	.6651023	.22241895	.41939393	.043966189	.43441728	1.9302671	48.939999	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	63.09
1343	Aged care services managers	2022	28.217899	.24907592	3.6228395	.40132049	.16809109	.69542205	.26375595	.82195824	.044828966	.46714011	2.584003	51.299999	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	63.330002
1343	Aged care services managers	2023	31.865959	.24907599	3.6256104	.403891	.22910823	.69848949	.43163547	1.0656791	.045330931	.80156916	2.8854494	53.66	40.450001	5.7800002	45.169998	58.139999	57.189999	68.279999	66.629997	71.110001	67.330002	63.560001
1344	Social welfare managers	2010	.21929145	.067903206		.021247908						.0038361419		28.889999	18.51		23.469999						62.380001	
1344	Social welfare managers	2011	.36740863	.13512821		.025298659						.0076722838		29.6	18.51		23.469999						62.380001	
1344	Social welfare managers	2012	.55768597	.14606597		.065043889				.00047222048		.019889491	.00047222048	36.200001	18.51		23.469999				59.32		62.380001	59.32
1344	Social welfare managers	2013	2.4402843	.15700372	.92726374	.092237413				.0013197841		.032106698	.0013197841	1.3	18.51	.58999997	23.469999				59.32		62.380001	59.32
1344	Social welfare managers	2014	4.0362005	.16794147	1.4791435	.12060253			.0027789434	.011438438		.040961366	.011438438	1.3	18.51	.58999997	23.469999			57.43	59.32		62.380001	59.32
1344	Social welfare managers	2015	7.2731457	.17985958	2.0310233	.15253595		.023271086	.0046697138	.020712566	.002993878	.21849349	.073365211	1.77	18.51	.58999997	23.469999		51.060001	57.43	59.32	61.91	62.380001	53.419998
1344	Social welfare managers	2016	11.682208	.22329478	2.1877708	.15589876	.042332269	.30140325	.12228323	.034428146	.0084828697	.24745549	.48874015	8.3699999	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	52.48
1344	Social welfare managers	2017	12.162862	.22477996	2.2019198	.17360495	.058405444	.30144599	.12562497	.036852371	.012249744	.25765717	.49185091	9.5500002	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	52.48
1344	Social welfare managers	2018	14.27476	.22490443	2.5226192	.18388982	.05843547	.35644001	.13204838	.087490633	.016960301	.28343847	.70302564	10.26	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	53.18
1344	Social welfare managers	2019	18.65589	.22496974	3.1725302	.24161902	.063059218	.39756042	.17783637	.12540291	.032808129	.33783668	.86102587	12.38	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	53.18
1344	Social welfare managers	2020	20.943306	.22500126	3.1924686	.29529473	.074910022	.47770083	.18026082	.30839849	.036258053	.3803615	1.3663629	15.45	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	53.419998
1344	Social welfare managers	2021	23.016272	.22507338	3.1955087	.34914631	.13259503	.61469162	.19039863	.37018833	.03778905	.40150255	1.7491504	20.870001	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	53.419998
1344	Social welfare managers	2022	25.247904	.22507346	3.2048483	.36076292	.15120924	.64271337	.2257846	.72552156	.038530607	.43174604	2.3320754	28.42	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	54.599998
1344	Social welfare managers	2023	28.505972	.22507352	3.2072997	.36307362	.20609826	.64554828	.36949548	.94064772	.038962048	.7408362	2.5994277	37.619999	18.51	.58999997	23.469999	47.759998	51.060001	57.43	59.32	61.91	62.380001	56.009998
1345	Education managers	2010	.24136847	.075793982		.023039404						.0041268915		51.060001	42.099998		39.27						66.629997	
1345	Education managers	2011	.40491575	.15083095		.027431689						.008253783		51.060001	42.099998		39.27						66.629997	
1345	Education managers	2012	.61306822	.16303974		.070528001				.00055423775		.021396961	.00055423775	52.48	42.099998		39.27				69.93		66.629997	69.93
1345	Education managers	2013	2.6533735	.17524853	1.0009292	.10001431				.0015490098		.034540139	.0015490098	4.8299999	42.099998	3.4200001	39.27				69.93		66.629997	69.93
1345	Education managers	2014	4.4006481	.18745732	1.5966526	.13077101			.0033812176	.013425114		.044065926	.013425114	4.8299999	42.099998	3.4200001	39.27			71.110001	69.93		66.629997	69.93
1345	Education managers	2015	7.9414124	.20076039	2.1923761	.16539687		.026091559	.0056817704	.02431001	.003420589	.23505361	.084100492	9.79	42.099998	3.4200001	39.27		60.970001	71.110001	69.93	69.220001	66.629997	66.860001
1345	Education managers	2016	12.890845	.24924304	2.3615763	.16904321	.045902733	.33793357	.14878538	.040407762	.0096919164	.26621073	.55371875	32.189999	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	63.09
1345	Education managers	2017	13.422351	.2509008	2.3768494	.18824229	.063331582	.33798149	.15285137	.043253042	.013995674	.27718559	.55735034	34.32	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	63.330002
1345	Education managers	2018	15.766603	.25103974	2.7230263	.1993943	.063364141	.39964083	.16066691	.10268636	.019377615	.30492094	.79949397	36.439999	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	64.739998
1345	Education managers	2019	20.625013	.25111264	3.4245689	.26199088	.068377875	.44574505	.21637844	.14718342	.037484203	.36344212	.9806664	39.029999	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	65.209999
1345	Education managers	2020	23.188488	.25114781	3.4460914	.32019222	.081228226	.53559858	.21932833	.36196241	.041425839	.40919	1.5630894	44.689999	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	66.389999
1345	Education managers	2021	25.50721	.25122833	3.449373	.37858427	.14377862	.68919277	.23166329	.43448415	.043175045	.43193334	2.0002503	47.759998	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	66.389999
1345	Education managers	2022	28.050407	.25122839	3.4594548	.39118028	.16396281	.72061074	.27471834	.85153311	.044022296	.46446905	2.6776125	50.119999	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	66.629997
1345	Education managers	2023	31.74227	.25122848	3.4621007	.39368582	.22348139	.72378927	.44957536	1.1040232	.044515226	.79698592	2.9899302	52.48	42.099998	3.4200001	39.27	56.25	60.970001	71.110001	69.93	69.220001	66.629997	66.860001
1346	Financial and insurance services branch managers	2010	.27055186	.086321339		.025914306						.0042769145		67.330002	69.459999		60.73						70.639999	
1346	Financial and insurance services branch managers	2011	.45372248	.17178053		.030854668						.008553829		68.040001	69.459999		60.73						70.639999	
1346	Financial and insurance services branch managers	2012	.68300712	.18568505		.079328619				.00058012962		.022174794	.00058012962	66.860001	69.459999		60.73				72.760002		70.639999	72.760002
1346	Financial and insurance services branch managers	2013	2.9663994	.19958957	1.1289215	.1124943				.0016213737		.035795759	.0016213737	21.58	69.459999	12.15	60.73				72.760002		70.639999	72.760002
1346	Financial and insurance services branch managers	2014	4.9075317	.21349409	1.800822	.14708887			.0035176494	.014052283		.045667831	.014052283	21.58	69.459999	12.15	60.73			74.410004	72.760002		70.639999	72.760002
1346	Financial and insurance services branch managers	2015	8.7697229	.22864488	2.4727225	.18603541		.027314553	.0059110289	.025445679	.0035844687	.2435984	.088027366	37.380001	69.459999	12.15	60.73		67.099998	74.410004	72.760002	73.940002	70.639999	70.639999
