occ_code_onetsoc2010	occ_title_onetsoc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
41-9022.00	Real Estate Sales Agents	2012	.6150527	.1521848		.085875951				.00042145434		.018400818	.00042145434	47.57	23.24		64.959999				49.220001		52.119999	49.220001
41-9022.00	Real Estate Sales Agents	2013	2.8064504	.16358075	1.1031015	.12177893			0	.0011779007		.029703606	.0011779007	13.41	23.24	11.34	64.959999			2.02	49.220001		52.119999	49.220001
41-9022.00	Real Estate Sales Agents	2014	4.6173816	.17497668	1.7596347	.15922873			.0024631284	.010208748		.03789553	.010208748	12.58	23.24	11.34	64.959999			46.330002	49.220001		52.119999	49.220001
41-9022.00	Real Estate Sales Agents	2015	8.1375351	.18739405	2.416168	.2013897		.02560159	.004139021	.018485861	.0027022706	.20213985	.073201522	15.68	23.24	11.34	64.959999		56.880001	46.330002	49.220001	51.810001	52.119999	52.119999
41-9022.00	Real Estate Sales Agents	2016	12.786202	.2326488	2.6026397	.20582955	.05023846	.33158764	.10838629	.030726941	.0076566297	.22893414	.51383126	27.07	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	55.119999
41-9022.00	Real Estate Sales Agents	2017	13.309421	.23419619	2.6194718	.22920662	.069313541	.33163467	.11134826	.032890551	.011056606	.23837224	.51667982	28.110001	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	55.23
41-9022.00	Real Estate Sales Agents	2018	15.57509	.23432589	3.0009856	.24278548	.069349177	.3921361	.11704167	.078084938	.015308349	.2622239	.7269572	29.040001	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	54.400002
41-9022.00	Real Estate Sales Agents	2019	20.326296	.23439392	3.7741396	.319004	.074836485	.43737453	.15762606	.11192146	.029612584	.31255054	.8842808	30.379999	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	54.299999
41-9022.00	Real Estate Sales Agents	2020	22.716751	.23442677	3.797859	.38987082	.088900611	.52554071	.15977497	.27524403	.032726482	.3518925	1.3757657	34.009998	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	52.540001
41-9022.00	Real Estate Sales Agents	2021	24.942709	.2345019	3.8014758	.46096984	.15735918	.67625058	.16876067	.33039114	.034108359	.3714512	1.7639544	37.73	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	52.740002
41-9022.00	Real Estate Sales Agents	2022	27.154226	.23450197	3.8125865	.47630697	.17944987	.70707858	.20012517	.64752424	.034777686	.39943102	2.3096688	40.009998	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	52.23
41-9022.00	Real Estate Sales Agents	2023	30.287617	.23450205	3.8155026	.47935775	.24459025	.71019745	.32750395	.83952326	.035167105	.68538666	2.5537281	42.18	23.24	11.34	64.959999	60.610001	56.880001	46.330002	49.220001	51.810001	52.119999	51.919998
41-9031.00	Sales Engineers	2010	.24955359	.076195762		.02610423						.0038377456		49.43	38.25		55.119999						59.16	
41-9031.00	Sales Engineers	2011	.41532326	.15163051		.031080803						.0076754913		48.810001	38.25		55.119999						59.16	
41-9031.00	Sales Engineers	2012	.63163328	.16390401		.079910025				.00051881804		.019897807	.00051881804	51.400002	38.25		55.119999				61.439999		59.16	61.439999
41-9031.00	Sales Engineers	2013	2.7454734	.17617752	1.0389082	.11331878			0	.0014500171		.032120124	.0014500171	10.2	38.25	7.1900001	55.119999			75	61.439999		59.16	61.439999
41-9031.00	Sales Engineers	2014	4.5378098	.18845102	1.6572356	.14816689			.0030718981	.012567153		.040978499	.012567153	10.09	38.25	7.1900001	55.119999			60.709999	61.439999		59.16	61.439999
41-9031.00	Sales Engineers	2015	8.1063404	.20182461	2.2755628	.18739888		.027328815	.0051619923	.022756428	.0030908163	.21858487	.083459549	14.96	38.25	7.1900001	55.119999		63.610001	60.709999	61.439999	60.509998	59.16	62.27
41-9031.00	Sales Engineers	2016	13.066894	.25056425	2.4511833	.19153029	.049628139	.35395837	.13517426	.03782542	.0087575372	.247559	.56547171	32.560001	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	61.959999
41-9031.00	Sales Engineers	2017	13.606159	.25223079	2.4670358	.21328332	.068471491	.35400856	.13886829	.040488865	.012646378	.25776494	.56891662	33.490002	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	61.959999
41-9031.00	Sales Engineers	2018	15.959896	.25237048	2.8263481	.22591884	.068506688	.41859177	.14596885	.096123978	.017509459	.28355703	.8090198	34.73	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	61.849998
41-9031.00	Sales Engineers	2019	20.852119	.25244376	3.5545094	.29684237	.073927335	.46688226	.19658379	.13777734	.033870421	.33797798	.9886623	36.279999	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	61.849998
41-9031.00	Sales Engineers	2020	23.421574	.25247914	3.5768485	.36278597	.087820597	.56099659	.19926383	.33883044	.037432052	.38052058	1.5589442	40.630001	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	62.27
41-9031.00	Sales Engineers	2021	25.784927	.25256008	3.5802548	.42894563	.15544751	.72187424	.21047036	.40671754	.039012622	.40167046	1.9967209	44.459999	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	62.27
41-9031.00	Sales Engineers	2022	28.266733	.25256014	3.5907187	.44321728	.17726983	.75478202	.24958669	.79711407	.039778192	.43192658	2.6467154	48.080002	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	62.27
41-9031.00	Sales Engineers	2023	31.79833	.25256023	3.5934653	.4460561	.24161886	.7581113	.40844753	1.0334684	.040223598	.74114603	2.942502	50.470001	38.25	7.1900001	55.119999	59.27	63.610001	60.709999	61.439999	60.509998	59.16	62.369999
41-9041.00	Telemarketers	2010	.21589644	.059483528		.017304331						.0079580992		23.24	3.8800001		3.26						99.949997	
41-9041.00	Telemarketers	2011	.36746341	.11837295		.020603269						.015916198		26.450001	3.8800001		3.26						99.949997	
41-9041.00	Telemarketers	2012	.5821408	.12795448		.052971851				.00069352402		.041260876	.00069352402	38.040001	3.8800001		3.26				83.18		99.949997	83.18
41-9041.00	Telemarketers	2013	2.6464899	.137536	.99122077	.075118303			0	.0019382936		.066605553	.0019382936	6.2600002	3.8800001	3.99	3.26			31.209999	83.18		99.949997	83.18
41-9041.00	Telemarketers	2014	4.4318008	.14711753	1.581166	.098218903			.0036924181	.016798999		.084974632	.016798999	7.5100002	3.8800001	3.99	3.26			71.790001	83.18		99.949997	83.18
41-9041.00	Telemarketers	2015	8.5262289	.15755785	2.1711111	.12422554		.020105587	.0062047085	.030419396	.0058450596	.45326617	.083621584	25.620001	3.8800001	3.99	3.26		32.349998	71.790001	83.18	99.43	99.949997	62.369999
41-9041.00	Telemarketers	2016	13.564618	.19560729	2.3386703	.12696423	.044867262	.26040429	.1624793	.050562702	.01656143	.51334804	.4832097	40.73	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	48.290001
41-9041.00	Telemarketers	2017	14.162564	.19690831	2.3537953	.14138418	.061902951	.26044121	.16691951	.054123029	.023915637	.53451151	.48753214	43.220001	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	48.709999
41-9041.00	Telemarketers	2018	16.733276	.19701736	2.6966145	.14976019	.061934777	.30795455	.17545438	.12849264	.033112232	.58799499	.72830242	45.389999	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	54.5
41-9041.00	Telemarketers	2019	22.073269	.19707456	3.3913524	.19677496	.066835411	.34348145	.23629346	.1841723	.064052545	.70084441	.90846127	48.709999	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	56.68
41-9041.00	Telemarketers	2020	24.928661	.19710217	3.4126661	.24048856	.079395883	.41272062	.23951487	.45292771	.070787959	.78906244	1.519281	53.360001	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	60.610001
41-9041.00	Telemarketers	2021	27.322079	.19716536	3.415916	.28434539	.14053527	.53107697	.25298509	.54367501	.073776983	.83291966	1.9356576	54.400002	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	59.990002
41-9041.00	Telemarketers	2022	30.284781	.19716541	3.4258997	.29380596	.16026413	.555287	.3000029	1.0655332	.07522475	.89565998	2.7065296	57.709999	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	63.099998
41-9041.00	Telemarketers	2023	35.188129	.19716547	3.4285202	.29568779	.21844009	.55773634	.49095342	1.3814771	.076067068	1.5368695	3.080559	63.200001	3.8800001	3.99	3.26	48.290001	32.349998	71.790001	83.18	99.43	99.949997	65.269997
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2010	.23858839	.070161723		.021489881						.0059259618		41.669998	22.52		24.280001						94.879997	
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2011	.40224236	.13962269		.025586762						.011851924		43.43	22.52		24.280001						94.879997	
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2012	.62406558	.15092424		.065784611				.0007182447		.030724719	.0007182447	49.950001	22.52		24.280001				86.279999		94.879997	86.279999
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2013	2.693043	.16222578	.98597258	.093287818			0	.0020073839		.049597517	.0020073839	7.9200001	22.52	3.3599999	24.280001			53.470001	86.279999		94.879997	86.279999
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2014	4.5074172	.17352733	1.5727941	.12197596			.004127664	.017397799		.063275963	.017397799	9.5799999	22.52	3.3599999	24.280001			80.489998	86.279999		94.879997	86.279999
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2015	8.437252	.18584184	2.1596155	.15427305		.025493857	.0069360929	.031503692	.004975507	.33752254	.09492451	22.83	22.52	3.3599999	24.280001		56.369999	80.489998	86.279999	94.360001	94.879997	72.720001
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2016	13.831394	.23072174	2.3262875	.15767416	.049588121	.33019224	.18163162	.052365005	.01409763	.38226223	.57993841	45.5	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	64.029999
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2017	14.432859	.23225632	2.3413324	.17558199	.068416283	.33023906	.18659525	.056052241	.020357773	.39802146	.58450353	47.880001	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	64.230003
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2018	17.031136	.23238494	2.6823366	.18598399	.068451449	.39048591	.19613615	.13307273	.028186217	.43784773	.85800952	50.049999	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	67.339996
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2019	22.413919	.23245241	3.3733959	.24437061	.073867723	.435534	.26414669	.19073711	.054523628	.52188051	1.0626566	52.849998	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	67.860001
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2020	25.365578	.23248498	3.3945966	.2986576	.087749787	.52332914	.26774782	.46907228	.060257036	.58757162	1.7414304	57.09	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	71.169998
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2021	27.946877	.2325595	3.3978293	.35312247	.15532216	.67340481	.28280586	.56305426	.062801391	.62022972	2.2230122	58.639999	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	71.07
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2022	30.998394	.23255958	3.4077601	.36487135	.17712688	.70410311	.33536589	1.1035141	.064033784	.66694897	3.0517838	60.709999	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	73.650002
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2023	35.66732	.23255965	3.4103668	.36720839	.24142402	.70720881	.54882479	1.4307197	.064750791	1.1444227	3.4458511	65.059998	22.52	3.3599999	24.280001	58.950001	56.369999	80.489998	86.279999	94.360001	94.879997	74.690002
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2010	.24382788	.074780464		.023697214						.0044076503		46.009998	34.32		39.490002						69.620003	
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2011	.40841633	.14881405		.028214905						.0088153007		46.639999	34.32		39.490002						69.620003	
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2012	.62173349	.16085957		.072541676				.00053324498		.022852629	.00053324498	49.43	34.32		39.490002				63.200001		69.620003	63.200001
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2013	2.7033253	.1729051	1.0189976	.10286987			0	.0014903382		.036889955	.0014903382	8.54	34.32	5.75	39.490002			80.379997	63.200001		69.620003	63.200001
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2014	4.4736619	.18495063	1.6254747	.13450471			.00318101	.012916614		.047063798	.012916614	8.75	34.32	5.75	39.490002			62.060001	63.200001		69.620003	63.200001
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2015	8.0981226	.19807582	2.2319517	.17011918		.02625123	.0053453431	.023389224	.0035080954	.25104463	.082801819	14.75	34.32	5.75	39.490002		59.16	62.060001	63.200001	68.269997	69.620003	61.75
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2016	13.050176	.24591015	2.4042065	.17386964	.046747155	.34000158	.13997556	.038877245	.0099398578	.2843214	.55145854	32.25	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	59.990002
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2017	13.589968	.24754575	2.4197552	.19361688	.064496621	.3400498	.1438008	.041614752	.014353717	.29604292	.55497092	33.07	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	59.990002
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2018	15.957179	.24768284	2.7721813	.2050873	.064529777	.40208647	.15115356	.098796934	.01987334	.32566515	.79330969	34.630001	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	60.610001
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2019	20.869087	.24775475	3.4863877	.26947111	.069635749	.44847283	.20356631	.14160858	.038443133	.38816759	.97163403	36.490002	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	60.709999
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2020	23.446842	.24778947	3.5082986	.32933417	.082722485	.53887624	.20634153	.34825242	.042485606	.43702775	1.5420405	41.049999	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	61.540001
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2021	25.779688	.2478689	3.5116398	.38939342	.14642356	.69341034	.21794611	.41802725	.04427956	.46131837	1.974028	44.360001	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	61.439999
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2022	28.29879	.24786897	3.5219033	.40234908	.16697906	.72502059	.25845182	.81927973	.045148484	.49606755	2.6321344	48.189999	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	61.75
43-1011.00	First-Line Supervisors of Office and Administrative Support Workers	2023	31.995098	.24786904	3.5245972	.40492615	.22759253	.72821862	.42295527	1.0622064	.045654029	.851206	2.9340041	51.400002	34.32	5.75	39.490002	52.740002	59.16	62.060001	63.200001	68.269997	69.620003	62.16
43-2011.00	Switchboard Operators, Including Answering Service	2010	.26833194	.078492746		.022999842						.0074278787		60.610001	44.459999		34.52						99.43	
43-2011.00	Switchboard Operators, Including Answering Service	2011	.45423561	.15620151		.027384585						.014855757		62.369999	44.459999		34.52						99.43	
43-2011.00	Switchboard Operators, Including Answering Service	2012	.70217788	.16884501		.070406884				.0005890961		.038511805	.0005890961	64.650002	44.459999		34.52				69.720001		99.43	69.720001
43-2011.00	Switchboard Operators, Including Answering Service	2013	3.4306519	.18148851	1.395885	.099842563			0	.0016464337		.062167853	.0016464337	61.75	44.459999	45.189999	34.52			2.95	69.720001		99.43	69.720001
43-2011.00	Switchboard Operators, Including Answering Service	2014	5.6712461	.19413202	2.2266741	.13054644			.0029620202	.014269479		.079313055	.014269479	62.889999	44.459999	45.189999	34.52			58.130001	69.720001		99.43	69.720001
43-2011.00	Switchboard Operators, Including Answering Service	2015	10.346141	.20790876	3.0574634	.16511284		.019810088	.0049773548	.025838973	.0046066209	.42306659	.07592728	76.860001	44.459999	45.189999	34.52		30.59	58.130001	69.720001	89.599998	99.43	55.330002
43-2011.00	Switchboard Operators, Including Answering Service	2016	15.575777	.25811771	3.2934282	.16875292	.046873227	.25657696	.13033925	.042949189	.013052426	.47914538	.45710143	70.129997	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	44.049999
43-2011.00	Switchboard Operators, Including Answering Service	2017	16.210367	.2598345	3.3147278	.18791902	.064670563	.25661334	.13390113	.04597342	.018848442	.49889874	.46082547	70.239998	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	44.360001
43-2011.00	Switchboard Operators, Including Answering Service	2018	19.02306	.25997838	3.7975025	.19905189	.064703807	.30342835	.14074773	.10914478	.026096482	.54881883	.6795752	70.449997	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	47.150002
43-2011.00	Switchboard Operators, Including Answering Service	2019	24.906271	.26005387	4.775866	.26154098	.069823548	.33843315	.18955222	.15644045	.050481226	.65414953	.84325314	71.07	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	48.91
43-2011.00	Switchboard Operators, Including Answering Service	2020	27.743839	.26009032	4.8058805	.31964236	.082945578	.40665466	.19213639	.38472787	.055789556	.73648983	1.3893546	70.550003	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	53.669998
43-2011.00	Switchboard Operators, Including Answering Service	2021	30.130526	.26017368	4.8104572	.37793413	.14681844	.5232715	.20294209	.46181083	.05814527	.77742499	1.7726768	69.199997	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	53.259998
43-2011.00	Switchboard Operators, Including Answering Service	2022	32.902012	.26017377	4.8245173	.39050853	.16742937	.5471257	.24065927	.90508991	.059286293	.83598512	2.4454706	68.690002	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	57.09
43-2011.00	Switchboard Operators, Including Answering Service	2023	37.377388	.26017383	4.828207	.39300975	.22820631	.54953897	.39383781	1.1734604	.059950139	1.4344729	2.7671528	70.339996	44.459999	45.189999	34.52	52.849998	30.59	58.130001	69.720001	89.599998	99.43	58.540001
43-2021.00	Telephone Operators	2010	.25451821	.076006465		.019967612						.0076559829		52.540001	37.529999		14.44						99.639999	
43-2021.00	Telephone Operators	2011	.43387824	.15125382		.023774285						.015311966		55.950001	37.529999		14.44						99.639999	
43-2021.00	Telephone Operators	2012	.66931826	.16349684		.061124664				.00063312874		.039694466	.00063312874	58.849998	37.529999		14.44				75.93		99.639999	75.93
43-2021.00	Telephone Operators	2013	3.2605147	.17573985	1.3210123	.08667963			0	.0017694978		.064076968	.0017694978	46.740002	37.529999	34.52	14.44			30.49	75.93		99.639999	75.93
43-2021.00	Telephone Operators	2014	5.4139619	.18798287	2.1072395	.1133356			.003299691	.015336063		.081748687	.015336063	49.529999	37.529999	34.52	14.44			64.540001	75.93		99.639999	75.93
43-2021.00	Telephone Operators	2015	9.9855614	.20132323	2.8934669	.14334488		.019241149	.0055447738	.027770327	.0048803892	.43605861	.077946857	69.309998	37.529999	34.52	14.44		26.040001	64.540001	75.93	92.489998	99.639999	57.82
43-2021.00	Telephone Operators	2016	15.196186	.2499418	3.116775	.14650507	.043908995	.24920821	.14519791	.046159454	.013828123	.49385956	.45636293	65.989998	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	43.84
43-2021.00	Telephone Operators	2017	15.816907	.2516042	3.1369321	.16314436	.060580835	.24924354	.14916587	.049409736	.01996859	.51421952	.46032637	66.199997	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	44.25
43-2021.00	Telephone Operators	2018	18.596531	.25174356	3.5938115	.17280951	.060611982	.29471403	.15679297	.11730286	.027647376	.56567264	.68481398	67.029999	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	47.98
43-2021.00	Telephone Operators	2019	24.386272	.25181663	4.5196972	.22706023	.065407954	.32871348	.2111612	.16813369	.053481288	.67423791	.85278797	67.440002	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	50.259998
43-2021.00	Telephone Operators	2020	27.217594	.25185192	4.5481024	.2775017	.077700153	.39497572	.21403997	.41348457	.059105091	.75910681	1.4194108	67.440002	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	55.849998
43-2021.00	Telephone Operators	2021	29.570213	.25193265	4.5524335	.32810846	.13753374	.50824332	.2260775	.49632916	.061600804	.8012991	1.8092611	65.889999	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	55.43
43-2021.00	Telephone Operators	2022	32.415951	.25193274	4.5657392	.33902511	.15684125	.53141242	.26809445	.97274137	.062809631	.8616575	2.5189667	66.410004	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	59.369999
43-2021.00	Telephone Operators	2023	37.060272	.2519328	4.569231	.34119657	.2137747	.53375643	.4387354	1.2611713	.063512936	1.4785246	2.8617439	69.199997	37.529999	34.52	14.44	46.119999	26.040001	64.540001	75.93	92.489998	99.639999	59.990002
43-3011.00	Bill and Account Collectors	2010	.28927666	.089455992		.027045216						.0055202181		69.099998	68.059998		59.27						89.080002	
43-3011.00	Bill and Account Collectors	2011	.48614436	.17801851		.032201178						.011040436		70.550003	68.059998		59.27						89.080002	
43-3011.00	Bill and Account Collectors	2012	.73926252	.19242796		.082790554				.00065313297		.028621029	.00065313297	70.959999	68.059998		59.27				78.519997		89.080002	78.519997
43-3011.00	Bill and Account Collectors	2013	3.2835188	.2068374	1.2592363	.1174036			0	.0018254069		.046201624	.0018254069	48.5	68.059998	26.450001	59.27			93.43	78.519997		89.080002	78.519997
43-3011.00	Bill and Account Collectors	2014	5.4410009	.22124685	2.0086963	.15350789			.0038305528	.015820619		.058943518	.015820619	51.290001	68.059998	26.450001	59.27			74.690002	78.519997		89.080002	78.519997
43-3011.00	Bill and Account Collectors	2015	9.8131123	.23694782	2.7581563	.19415407		.02657597	.0064368299	.028647756	.0042986181	.31441271	.092150338	65.370003	68.059998	26.450001	59.27		60.610001	74.690002	78.519997	84.730003	89.080002	69.510002
43-3011.00	Bill and Account Collectors	2016	15.54876	.29416957	2.9710217	.1984344	.053836413	.34420761	.16855773	.047617909	.012179731	.35608912	.58400059	70.029999	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	64.959999
43-3011.00	Bill and Account Collectors	2017	16.194231	.29612613	2.990236	.22097157	.07427761	.3442564	.17316407	.050970882	.017588221	.37076935	.58821148	70.029999	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	64.959999
43-3011.00	Bill and Account Collectors	2018	19.008371	.29629013	3.42575	.23406257	.074315794	.4070605	.18201822	.12100916	.024351649	.40786874	.85369909	70.339996	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	66.720001
43-3011.00	Bill and Account Collectors	2019	24.884354	.29637617	4.3083377	.30754268	.08019609	.45402068	.24513334	.17344603	.047106009	.48614788	1.0523422	70.959999	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	67.339996
43-3011.00	Bill and Account Collectors	2020	27.899174	.29641768	4.3354144	.37586334	.095267452	.54554242	.24847525	.42654905	.052059423	.54734123	1.701364	71.269997	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	68.790001
43-3011.00	Bill and Account Collectors	2021	30.569304	.29651269	4.3395429	.44440788	.16862886	.70198816	.26244941	.51201117	.054257631	.5777632	2.1745312	71.480003	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	68.480003
43-3011.00	Bill and Account Collectors	2022	33.563641	.29651278	4.3522263	.45919397	.19230162	.73398948	.31122616	1.0034761	.05532236	.62128365	2.9488163	71.790001	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	70.029999
43-3011.00	Bill and Account Collectors	2023	38.039833	.29651287	4.3555551	.46213514	.26210719	.73722702	.5093202	1.3010193	.055941824	1.0660653	3.3116715	72.519997	68.059998	26.450001	59.27	67.650002	60.610001	74.690002	78.519997	84.730003	89.080002	70.860001
43-3021.01	Statement Clerks	2010	.38870496	.12413297		.037380688						.0060522319		98.709999	98.599998		96.220001						95.699997	
43-3021.01	Statement Clerks	2011	.65164316	.24702615		.044507027						.012104464		98.809998	98.599998		96.220001						95.699997	
43-3021.01	Statement Clerks	2012	.98076773	.26702133		.11442938				.00084256515		.031379394	.00084256515	98.809998	98.599998		96.220001				98.599998		95.699997	98.599998
43-3021.01	Statement Clerks	2013	4.3030591	.28701648	1.6508752	.16226998			0	.002354841		.050654326	.002354841	98.599998	98.599998	78.730003	96.220001			20.129999	98.599998		95.699997	98.599998
43-3021.01	Statement Clerks	2014	7.1241837	.30701163	2.6334271	.2121717			.0050453804	.020409174		.064624228	.020409174	98.809998	98.599998	78.730003	96.220001			96.330002	98.599998		95.699997	98.599998
43-3021.01	Statement Clerks	2015	12.598335	.32879898	3.615979	.26835105		.031539463	.0084782168	.036956649	.0048677805	.3447144	.11418631	99.220001	98.599998	78.730003	96.220001		78.209999	96.330002	98.599998	92.389999	95.699997	91.150002
43-3021.01	Statement Clerks	2016	19.871485	.40820232	3.8950481	.27426714	.072454967	.40849391	.22201435	.06142883	.013792397	.39040741	.70770556	98.709999	98.599998	78.730003	96.220001	97.980003	78.209999	96.330002	98.599998	92.389999	95.699997	84.519997
43-3021.01	Statement Clerks	2017	20.698811	.41091734	3.9202387	.30541697	.099965453	.40855184	.22808154	.065754287	.019917	.40650246	.71309012	98.709999	98.599998	78.730003	96.220001	97.980003	78.209999	96.330002	98.599998	92.389999	95.699997	84.629997
43-3021.01	Statement Clerks	2018	24.245144	.41114491	4.4912028	.32351077	.10001685	.4830856	.23974371	.15610622	.027575949	.44717732	1.042101	98.599998	98.599998	78.730003	96.220001	97.980003	78.209999	96.330002	98.599998	92.389999	95.699997	86.389999
