occ_code_soc2010	occ_title_soc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
33-3021	 Detectives and Criminal Investigators	2012	.67156935	.18090159	0	.086280294	0	0	0	.00045750872	0	.01877778	.00045750872	63.799999	63.540001	86.080002	69.620003	48.119999	54.209999	40.740002	58.349998	41.52	56.540001	58.349998
33-3021	 Detectives and Criminal Investigators	2013	3.2733297	.1944479	1.3737775	.12235232	0	0	0	.001278667	0	.030312115	.001278667	48.900002	63.540001	38.669998	69.620003	50.32	97.599998	32.580002	58.349998	82.059998	56.540001	58.349998
33-3021	 Detectives and Criminal Investigators	2014	5.3959823	.20799424	2.1914091	.15997846	0	0	.0029260742	.011082078	0	.038671859	.011082078	49.810001	63.540001	38.669998	69.620003	22.860001	22.99	61.459999	58.349998	15.87	56.540001	58.349998
33-3021	 Detectives and Criminal Investigators	2015	9.3492861	.22275472	3.0090408	.20233795	0	.025091102	.0049169511	.020067275	.0027998099	.20628095	.075149789	55.119999	63.540001	38.669998	69.620003	31.02	58.610001	61.459999	58.349998	57.970001	56.540001	57.580002
33-3021	 Detectives and Criminal Investigators	2016	14.420593	.27654889	3.2412686	.2067987	.049644258	.32497582	.12875748	.033355549	.0079329973	.23362413	.51441395	60.43	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	59.259998
33-3021	 Detectives and Criminal Investigators	2017	14.982058	.27838826	3.2622309	.23028584	.068493731	.32502189	.13227615	.035704251	.011455696	.24325559	.51746589	60.689999	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	59.389999
33-3021	 Detectives and Criminal Investigators	2018	17.512733	.27854243	3.7373595	.24392864	.068528943	.38431695	.13903964	.084764898	.015860908	.26759589	.73355472	60.43	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	59.130001
33-3021	 Detectives and Criminal Investigators	2019	22.831219	.27862331	4.7002282	.32050604	.073951349	.42865336	.18725187	.12149604	.030681454	.31895354	.89522892	60.560001	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	58.869999
33-3021	 Detectives and Criminal Investigators	2020	25.339245	.27866235	4.7297678	.39170653	.087849125	.51506156	.18980467	.29879045	.033907749	.35910144	1.4061599	61.200001	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	57.970001
33-3021	 Detectives and Criminal Investigators	2021	27.631882	.27875167	4.734272	.46314031	.155498	.66276628	.20047922	.35865524	.035339504	.37906083	1.8015558	60.560001	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	58.48
33-3021	 Detectives and Criminal Investigators	2022	29.994318	.27875176	4.7481089	.47854966	.17732741	.69297957	.23773868	.70291823	.036032993	.40761387	2.3797445	60.43	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	57.84
33-3021	 Detectives and Criminal Investigators	2023	33.341225	.27875185	4.7517405	.4816148	.24169733	.69603628	.38905829	.9113422	.036436465	.69942766	2.6416414	59.650002	63.540001	38.669998	69.620003	62.889999	58.610001	61.459999	58.349998	57.970001	56.540001	57.84
33-3031	 Fish and Game Wardens	2010	.21028309	.063051067	0	.02489431	0	0	0	0	0	.0024688288	0	21.959999	9.3900003	12.37	50.580002	84	97.599998	29.34	42.16	18.200001	28.299999	35.299999
33-3031	 Fish and Game Wardens	2011	.34601676	.12547241	0	.02964022	0	0	0	0	0	.0049376576	0	19.24	9.3900003	78.43	50.580002	63.669998	20.4	18.85	98.25	32.970001	28.299999	26.75
33-3031	 Fish and Game Wardens	2012	.52413142	.13562858	0	.076206215	0	0	0	.00028208474	0	.012800295	.00028208474	22.73	9.3900003	47.73	50.580002	67.550003	4.4699998	6.02	28.950001	15.35	28.299999	28.950001
33-3031	 Fish and Game Wardens	2013	2.8440728	.14578477	1.2829876	.10806648	0	0	0	.00078838371	0	.020662934	.00078838371	16.52	9.3900003	28.559999	50.580002	12.76	42.290001	42.939999	28.950001	58.48	28.299999	28.950001
33-3031	 Fish and Game Wardens	2014	4.6725049	.15594094	2.0465837	.14129938	0	0	.0017676367	.0068328436	0	.02636154	.0068328436	15.35	9.3900003	28.559999	50.580002	7.8400002	67.809998	30.76	28.950001	56.799999	28.299999	28.950001
33-3031	 Fish and Game Wardens	2015	7.9170184	.16700742	2.8101799	.17871298	0	.019384284	.0029703225	.012372819	.001800843	.14061603	.052482776	11.33	9.3900003	28.559999	50.580002	46.439999	32.060001	30.76	28.950001	30.25	28.299999	29.860001
33-3031	 Fish and Game Wardens	2016	11.8009	.2073389	3.0270603	.18265291	.040847976	.25106204	.077782206	.020565931	.0051025189	.15925513	.37948942	12.63	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.73
33-3031	 Fish and Game Wardens	2017	12.242294	.20871794	3.0466373	.20339769	.056357577	.25109762	.079907827	.022014063	.0073683257	.16582063	.38142729	12.63	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.73
33-3031	 Fish and Game Wardens	2018	14.275623	.20883353	3.4903657	.21544756	.056386553	.29690638	.083993644	.052263234	.010201765	.18241274	.53193456	13.15	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.469999
33-3031	 Fish and Game Wardens	2019	18.576677	.20889416	4.3896003	.2830838	.06084818	.33115873	.11311857	.074910447	.019734368	.21742183	.64453763	13.54	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.469999
33-3031	 Fish and Game Wardens	2020	20.449379	.20892343	4.4171877	.34597093	.072283462	.39791387	.11466072	.18422432	.021809528	.24478956	.99145472	14.31	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.99
33-3031	 Fish and Game Wardens	2021	22.184841	.2089904	4.4213943	.40906411	.12794587	.5120241	.12110921	.22113498	.022730434	.25839531	1.2722737	15.87	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	29.99
33-3031	 Fish and Game Wardens	2022	23.845776	.20899047	4.4343166	.42267424	.1459074	.53536552	.14361759	.43339613	.023176488	.27785912	1.6486524	16.9	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	30.379999
33-3031	 Fish and Game Wardens	2023	26.132519	.20899053	4.4377084	.42538151	.19887185	.537727	.23502955	.56190354	.023436002	.4767805	1.8143617	17.809999	9.3900003	28.559999	50.580002	42.810001	32.060001	30.76	28.950001	30.25	28.299999	30.51
33-3041	 Parking Enforcement Workers	2010	.21387923	.064147726	0	.025084585	0	0	0	0	0	.0025822301	0	24.68	11.08	25.190001	52.529999	21.18	78.82	22.73	14.83	6.9299998	31.93	30.76
33-3041	 Parking Enforcement Workers	2011	.35224465	.12765476	0	.02986677	0	0	0	0	0	.0051644603	0	22.219999	11.08	61.849998	52.529999	80.889999	2.6600001	10.04	17.68	27.27	31.93	86.080002
33-3041	 Parking Enforcement Workers	2012	.53334141	.1379876	0	.076788679	0	0	0	.00027570553	0	.013388257	.00027570553	26.1	11.08	80.25	52.529999	83.610001	59.130001	70.139999	27.780001	31.93	31.93	27.780001
33-3041	 Parking Enforcement Workers	2013	3.0071621	.14832042	1.3902349	.10889246	0	0	0	.00077055488	0	.021612052	.00077055488	26.49	11.08	41.259998	52.529999	.70999998	49.16	79.599998	27.780001	33.23	31.93	27.780001
33-3041	 Parking Enforcement Workers	2014	4.9351873	.15865324	2.2176614	.14237939	0	0	.0016155078	.0066783209	0	.027572416	.0066783209	25.450001	11.08	41.259998	52.529999	35.560001	43.849998	24.809999	27.780001	93.330002	31.93	27.780001
33-3041	 Parking Enforcement Workers	2015	8.3297739	.1699122	3.0450881	.18007894	0	.018698515	.0027146861	.012093011	.0018806229	.147075	.050915807	20.530001	11.08	41.259998	52.529999	38.799999	25.32	24.809999	27.780001	33.23	31.93	27.27
33-3041	 Parking Enforcement Workers	2016	12.234845	.21094516	3.280098	.18404898	.041502137	.24218011	.071087994	.020100838	.0053285677	.16657026	.36701262	17.68	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	25.969999
33-3041	 Parking Enforcement Workers	2017	12.686812	.21234819	3.3013113	.20495233	.057260118	.24221446	.07303068	.021516221	.0076947524	.17343733	.36890331	17.940001	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	25.84
33-3041	 Parking Enforcement Workers	2018	14.787189	.21246579	3.7821317	.21709429	.057289556	.28640261	.076764852	.051081318	.010653717	.19079156	.51494563	18.200001	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	26.1
33-3041	 Parking Enforcement Workers	2019	19.23167	.21252748	4.7565351	.2852475	.061822634	.31944323	.10338319	.073216371	.02060863	.22740875	.62420845	18.59	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	26.1
33-3041	 Parking Enforcement Workers	2020	21.113455	.21255727	4.7864285	.34861529	.073441043	.38383675	.10479262	.18005815	.022775721	.25603357	.96133435	19.879999	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	27.27
33-3041	 Parking Enforcement Workers	2021	22.841372	.2126254	4.790987	.41219071	.12999485	.49391001	.11068612	.21613407	.023737427	.2702643	1.2335153	20.66	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	27.139999
33-3041	 Parking Enforcement Workers	2022	24.490051	.21262546	4.8049893	.4259049	.14824404	.51642573	.13125736	.42359504	.024203241	.29062214	1.6001832	21.309999	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	27.66
33-3041	 Parking Enforcement Workers	2023	26.766689	.21262553	4.8086648	.42863286	.20205668	.51870364	.21480207	.54919624	.024474252	.49868065	1.7618918	22.219999	11.08	41.259998	52.529999	45.139999	25.32	24.809999	27.780001	33.23	31.93	27.4
33-3051	 Police and Sheriff's Patrol Officers	2010	.16895746	.054567836	0	.017634582	0	0	0	0	0	.0019942936	0	2.1400001	1.49	32.970001	4.4699998	21.440001	68.330002	97.220001	75.32	83.099998	11.46	99.029999
33-3051	 Police and Sheriff's Patrol Officers	2011	.28122556	.10859066	0	.020996479	0	0	0	0	0	.0039885873	0	1.88	1.49	4.21	4.4699998	13.15	77.269997	28.690001	96.57	42.16	11.46	13.54
33-3051	 Police and Sheriff's Patrol Officers	2012	.41809481	.11738037	0	.053982809	0	0	0	.00022208015	0	.010339944	.00022208015	2.4000001	1.49	41.900002	4.4699998	37.630001	51.880001	63.919998	14.44	26.49	11.46	14.44
33-3051	 Police and Sheriff's Patrol Officers	2013	2.3753674	.12617008	1.1138754	.076551914	0	0	0	.0006206801	0	.016691301	.0006206801	1.62	1.49	13.8	4.4699998	95.919998	14.31	41.650002	14.44	57.32	11.46	14.44
33-3051	 Police and Sheriff's Patrol Officers	2014	3.9027779	.13495979	1.7768209	.10009338	0	0	.0014233324	.0053793718	0	.021294575	.0053793718	1.62	1.49	13.8	4.4699998	87.110001	50.060001	16.389999	14.44	62.110001	11.46	14.44
33-3051	 Police and Sheriff's Patrol Officers	2015	6.571166	.14453733	2.4397664	.12659635	0	.014343739	.002391756	.0097408919	.0014441065	.11358817	.039898232	.83999997	1.49	13.8	4.4699998	72.220001	3.6900001	16.389999	14.44	15.22	11.46	7.0599999
33-3051	 Police and Sheriff's Patrol Officers	2016	9.664938	.17944239	2.6280596	.12938729	.029420979	.18577775	.062631592	.016191177	.0040917397	.12864465	.28426674	.57999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	4.73
33-3051	 Police and Sheriff's Patrol Officers	2017	10.010098	.1806359	2.645056	.14408244	.040591858	.1858041	.064343184	.017331265	.0059087034	.13394818	.28577965	.57999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	4.73
33-3051	 Police and Sheriff's Patrol Officers	2018	11.665789	.18073593	3.0302961	.1526183	.040612724	.2197011	.067633152	.04114588	.0081808558	.14735112	.40029582	.57999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	5.6300001
33-3051	 Police and Sheriff's Patrol Officers	2019	15.154011	.18078841	3.8110015	.20053032	.043826237	.24504672	.091085061	.058975611	.015825108	.17563109	.48597273	.57999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	5.8899999
33-3051	 Police and Sheriff's Patrol Officers	2020	16.598347	.18081374	3.8349526	.24507819	.052062564	.29444337	.092326827	.14503641	.017489191	.19773845	.75178647	.70999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	6.6700001
33-3051	 Police and Sheriff's Patrol Officers	2021	17.90867	.1808717	3.8386047	.289772	.092153728	.37888122	.097519256	.1740955	.018227672	.20872904	.96431875	.70999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	6.6700001
33-3051	 Police and Sheriff's Patrol Officers	2022	19.201626	.18087175	3.8498237	.29941314	.10509062	.39615312	.1156434	.34120482	.018585363	.22445171	1.2561116	.70999998	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	7.3200002
33-3051	 Police and Sheriff's Patrol Officers	2023	20.997026	.18087181	3.8527684	.30133089	.14323856	.39790052	.18924992	.44237629	.018793471	.38513836	1.3856136	1.1	1.49	13.8	4.4699998	3.95	3.6900001	16.389999	14.44	15.22	11.46	7.8400002
33-3052	 Transit and Railroad Police	2010	.19616717	.060483109	0	.02219684	0	0	0	0	0	.0023028939	0	10.43	5.6300001	94.879997	32.84	77.529999	22.99	36.59	38.799999	33.869999	21.049999	35.040001
33-3052	 Transit and Railroad Police	2011	.32414621	.12036212	0	.026428498	0	0	0	0	0	.0046057878	0	9.9099998	5.6300001	25.84	32.84	40.09	79.209999	89.699997	30.51	77.910004	21.049999	6.4099998
33-3052	 Transit and Railroad Police	2012	.48712921	.13010466	0	.067948759	0	0	0	.00024343104	0	.011939965	.00024343104	11.33	5.6300001	42.029999	32.84	83.099998	92.029999	43.459999	19.75	89.050003	21.049999	19.75
33-3052	 Transit and Railroad Police	2013	2.6951075	.13984719	1.2368407	.096356742	0	0	0	.00068035256	0	.019274142	.00068035256	8.4799995	5.6300001	24.16	32.84	36.849998	1.36	31.02	19.75	30.889999	21.049999	19.75
33-3052	 Transit and Railroad Police	2014	4.4194827	.14958972	1.9729714	.12598865	0	0	.0015365849	.0058965487	0	.024589736	.0058965487	7.4499998	5.6300001	24.16	32.84	5.8899999	58.610001	21.700001	19.75	33.349998	21.049999	19.75
33-3052	 Transit and Railroad Police	2015	7.4591727	.16020548	2.7091022	.15934822	0	.017430155	.0025820648	.010677389	.0015881645	.13116497	.046364676	4.73	5.6300001	24.16	32.84	82.970001	16.77	21.700001	19.75	21.309999	21.049999	17.290001
33-3052	 Transit and Railroad Police	2016	11.010208	.19889432	2.9181819	.16286121	.036046375	.22575247	.067615107	.017747808	.0044999151	.1485513	.33851486	4.73	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	16.65
33-3052	 Transit and Railroad Police	2017	11.411778	.2002172	2.9370546	.18135816	.049732849	.22578448	.069462888	.018997505	.0064981314	.15467551	.34019664	4.8600001	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	16.65
33-3052	 Transit and Railroad Police	2018	13.293599	.20032808	3.3648229	.19210234	.049758416	.26697525	.073014632	.045101672	.0089969449	.17015244	.47307363	4.73	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	16.65
33-3052	 Transit and Railroad Police	2019	17.268959	.20038624	4.2317133	.25240973	.053695589	.29777464	.098332584	.064645566	.017403755	.20280851	.5724858	4.8600001	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	16.65
33-3052	 Transit and Railroad Police	2020	18.951014	.20041433	4.2583084	.30848262	.063786671	.35780022	.099673152	.15898031	.01923384	.22833681	.87734526	4.9899998	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	16.9
33-3052	 Transit and Railroad Police	2021	20.501862	.20047855	4.2623639	.36473921	.11290608	.46040699	.10527874	.19083315	.020045988	.2410281	1.1261432	5.8899999	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	17.030001
33-3052	 Transit and Railroad Police	2022	21.978672	.20047863	4.2748213	.37687463	.12875627	.48139539	.124845	.37400845	.020439362	.25918373	1.454316	6.54	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	17.290001
33-3052	 Transit and Railroad Police	2023	24.022501	.20047869	4.278091	.37928852	.17549483	.48351878	.20430829	.48490658	.020668229	.44473529	1.5980282	7.4499998	5.6300001	24.16	32.84	22.6	16.77	21.700001	19.75	21.309999	21.049999	17.030001
33-9011	 Animal Control Workers	2010	.21402618	.068301141	0	.021025913	0	0	0	0	0	.0031676227	0	24.809999	20.27	16.26	22.34	88.410004	66.519997	75.839996	52.27	86.980003	47.73	36.330002
33-9011	 Animal Control Workers	2011	.35814536	.13592012	0	.025034342	0	0	0	0	0	.0063352454	0	25.450001	20.27	95.269997	22.34	92.940002	10.43	96.699997	17.549999	24.030001	47.73	1.23
33-9011	 Animal Control Workers	2012	.53659463	.14692198	0	.064364314	0	0	0	.00035288685	0	.016423378	.00035288685	27.01	20.27	67.419998	22.34	48.25	6.1500001	79.989998	42.419998	2.4000001	47.73	42.419998
33-9011	 Animal Control Workers	2013	3.0551338	.15792382	1.421945	.091273725	0	0	0	.0009862649	0	.026511511	.0009862649	30.76	20.27	44.75	22.34	38.540001	96.830002	35.950001	42.419998	98.639999	47.73	42.419998
33-9011	 Animal Control Workers	2014	5.0481629	.16892567	2.2682445	.11934248	0	0	.0022004799	.0085478593	0	.033823092	.0085478593	30.629999	20.27	44.75	22.34	4.73	10.95	44.619999	42.419998	73.379997	47.73	42.419998
33-9011	 Animal Control Workers	2015	8.6555328	.18091363	3.1145439	.15094227	0	.019178918	.0036976682	.015478345	.0023817078	.18041697	.057715386	30.51	20.27	44.75	22.34	32.32	29.73	44.619999	42.419998	47.860001	47.73	39.310001
33-9011	 Animal Control Workers	2016	12.886526	.22460338	3.3549142	.15426995	.037652962	.24840216	.096828803	.025727892	.0067483457	.20433182	.39413011	31.15	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	35.169998
33-9011	 Animal Control Workers	2017	13.354858	.22609726	3.3766112	.17179115	.051949445	.24843739	.099474929	.027539499	.0097449925	.21275565	.3964822	31.280001	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	35.299999
33-9011	 Animal Control Workers	2018	15.618012	.22622247	3.8683989	.18196855	.051976152	.29376084	.10456124	.065381087	.013492364	.2340441	.56247503	31.93	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	36.59
33-9011	 Animal Control Workers	2019	20.355614	.22628815	4.8650274	.2390946	.056088805	.32765031	.14081803	.09371265	.026099727	.2789624	.6866684	32.970001	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	37.240002
33-9011	 Animal Control Workers	2020	22.383423	.22631986	4.8956027	.29220954	.066629648	.39369822	.14273781	.23046385	.028844232	.31407648	1.0795425	33.23	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	38.540001
33-9011	 Animal Control Workers	2021	24.183493	.2263924	4.9002652	.34549847	.1179383	.50659949	.15076533	.27663893	.03006218	.33153331	1.3830242	33.48	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	38.540001
33-9011	 Animal Control Workers	2022	26.068096	.22639248	4.914587	.35699371	.13449493	.52969366	.17878535	.54217672	.030652108	.35650632	1.8282753	33.610001	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	39.18
33-9011	 Animal Control Workers	2023	28.759993	.22639254	4.9183464	.35928029	.18331663	.53203011	.29258147	.70293891	.03099533	.61173177	2.0301352	35.950001	20.27	44.75	22.34	30.120001	29.73	44.619999	42.419998	47.860001	47.73	39.439999
33-9021	 Private Detectives and Investigators	2010	.31403577	.098374598	0	.032555949	0	0	0	0	0	.0043968903	0	84.650002	83.099998	31.799999	85.82	11.2	25.709999	97.470001	28.299999	62.5	71.18	41.900002
33-9021	 Private Detectives and Investigators	2011	.52303803	.19576666	0	.038762491	0	0	0	0	0	.0087937806	0	84.519997	83.099998	69.75	85.82	32.450001	37.889999	24.290001	19.24	5.6300001	71.18	10.3
33-9021	 Private Detectives and Investigators	2012	.78823805	.2116127	0	.099659935	0	0	0	.00057532929	0	.022796839	.00057532929	84	83.099998	55.25	85.82	41.77	9	27.91	71.309998	61.330002	71.18	71.309998
33-9021	 Private Detectives and Investigators	2013	3.7060094	.22745875	1.5071892	.14132573	0	0	0	.0016079574	0	.036799897	.0016079574	84.519997	83.099998	56.669998	85.82	13.41	53.950001	91	71.309998	46.830002	71.18	71.309998
33-9021	 Private Detectives and Investigators	2014	6.1223202	.24330477	2.4042234	.18478662	0	0	.0037456853	.013936005	0	.046948899	.013936005	85.559998	83.099998	56.669998	85.82	68.199997	90.480003	75.839996	71.309998	7.0599999	71.18	71.309998
33-9021	 Private Detectives and Investigators	2015	10.694262	.26057112	3.3012576	.23371486	0	.02943732	.0062942188	.025235124	.0034866517	.25043181	.091147952	86.330002	83.099998	56.669998	85.82	19.49	75.580002	75.839996	71.309998	70.529999	71.18	72.599998
33-9021	 Private Detectives and Investigators	2016	16.710199	.32349774	3.5560377	.23886736	.058866143	.38126728	.16482322	.041945476	.0098790992	.28362733	.61304021	83.480003	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	74.160004
33-9021	 Private Detectives and Investigators	2017	17.375126	.32564938	3.5790355	.26599669	.08121708	.38132134	.16932748	.044899032	.014265977	.29532021	.61684704	83.480003	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	73.900002
33-9021	 Private Detectives and Investigators	2018	20.328602	.32582974	4.1003056	.28175512	.081258833	.45088732	.17798547	.10659409	.019751862	.32487014	.87913299	83.480003	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	73.120003
33-9021	 Private Detectives and Investigators	2019	26.539139	.32592434	5.1566811	.37020752	.087688506	.50290358	.23970225	.15278448	.038208146	.38722	1.0753733	83.739998	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	72.730003
33-9021	 Private Detectives and Investigators	2020	29.545305	.32597002	5.1890893	.4524492	.10416792	.60427916	.24297012	.37573683	.042225908	.43596089	1.70038	83.349998	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	72.730003
33-9021	 Private Detectives and Investigators	2021	32.289063	.32607448	5.1940308	.53496039	.1843832	.77756888	.25663468	.45101839	.044008896	.4601922	2.1773853	82.970001	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	72.860001
33-9021	 Private Detectives and Investigators	2022	35.172375	.3260746	5.2092113	.55275929	.21026762	.8130157	.30433074	.88393813	.044872511	.49485654	2.8935065	81.800003	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	72.599998
33-9021	 Private Detectives and Investigators	2023	39.288395	.32607469	5.2131958	.55629975	.28659487	.81660181	.49803591	1.1460367	.045374963	.84912807	3.2205076	80.889999	83.099998	56.669998	85.82	81.019997	75.580002	75.839996	71.309998	70.529999	71.18	72.860001
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2010	.30036607	.096013106	0	.03067106	0	0	0	0	0	.0039772252	0	78.949997	80.629997	44.490002	79.989998	32.84	21.57	29.860001	53.169998	86.720001	63.799999	85.690002
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2011	.50092745	.19106725	0	.036518261	0	0	0	0	0	.0079544503	0	78.82	80.629997	75.059998	79.989998	90.739998	3.3	2.1400001	.97000003	39.700001	63.799999	45.529999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2012	.74981356	.20653291	0	.093889952	0	0	0	.00050419872	0	.020620979	.00050419872	77.400002	80.629997	8.3500004	79.989998	66.260002	89.440002	95.139999	63.279999	24.030001	63.799999	63.279999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2013	3.5473003	.22199857	1.457947	.13314341	0	0	0	.0014091583	0	.03328751	.0014091583	73.510002	80.629997	49.549999	79.989998	15.87	49.939999	10.3	63.279999	12.76	63.799999	63.279999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2014	5.8414292	.23746422	2.3256738	.17408806	0	0	.0032098091	.012213035	0	.042467833	.012213035	74.029999	80.629997	49.549999	79.989998	84.779999	74.940002	65.870003	63.279999	12.89	63.799999	63.279999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2015	10.09137	.25431606	3.1934006	.22018352	0	.0245452	.005393737	.022115195	.0028699222	.22652915	.077840537	75.839996	80.629997	49.549999	79.989998	35.82	56.799999	65.870003	63.279999	59.52	63.799999	61.330002
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2016	15.476957	.31573215	3.4398568	.22503771	.052766241	.31790534	.14124283	.036759574	.0081316549	.2565563	.51693404	73.25	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	59.650002
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2017	16.083872	.31783214	3.4621031	.25059634	.072801098	.31795043	.14510269	.039347965	.01174257	.26713318	.52025074	72.860001	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	59.779999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2018	18.778452	.31800815	3.9663424	.2654424	.072838522	.3759554	.15252203	.09341538	.016258094	.29386267	.74432635	72.730003	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	60.560001
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2019	24.467802	.31810051	4.9882045	.34877369	.078601927	.4193272	.2054093	.13389504	.031449776	.35026151	.91197938	72.339996	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	60.950001
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2020	27.146881	.31814507	5.0195541	.42625386	.093373694	.50385541	.20820965	.32928282	.034756865	.39435029	1.4489229	70.790001	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	61.459999
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2021	29.573425	.31824705	5.024334	.50398785	.16527678	.6483466	.21991929	.39525697	.036224473	.41626883	1.8546591	70.139999	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	61.330002
33-9031	 Gaming Surveillance Officers and Gaming Investigators	2022	32.124111	.31824714	5.0390186	.52075624	.18847896	.67790252	.26079172	.77465302	.036935329	.44762459	2.4753978	69.370003	80.629997	49.549999	79.989998	69.489998	56.799999	65.870003	63.279999	59.52	63.799999	61.459999
